X1,X2,X3
0.351994746,0.945342214,0.149901137
0.157456207,0.823595153,0.894087435
0.582393041,0.811518745,0.442542193
0.765970046,0.921422389,0.307346414
0.045076931,0.655530889,0.342685557
0.278712601,0.938163294,0.277118369
0.436714067,0.350509357,0.738321044
0.361820589,0.742346019,0.982454113
0.841384165,0.003514315,0.293264587
0.334076451,0.546918696,0.538449809
0.151037937,0.264939439,0.451935478
0.277683512,0.640315905,0.604995385
0.6345764,0.509243002,0.096635947
0.421644825,0.502013546,0.588547978
0.58381062,0.375505703,0.678061234
0.802382291,0.097585705,0.716781432
0.471327871,0.681924402,0.812994916
0.665528114,0.953978105,0.955630805
0.265240275,0.078568406,0.361601772
0.26156487,0.452383311,0.556044507
0.207437948,0.881557324,0.340295183
0.406373897,0.652136371,0.593109059
0.232020813,0.450963255,0.472966426
0.104854887,0.543735974,0.037792714
0.261446486,0.362372061,0.202400538
0.99716397,0.923788658,0.161043208
0.147231686,0.174260871,0.983764456
0.724852304,0.155298101,0.400123416
0.63354289,0.994799612,0.744980816
0.087226306,0.777112754,0.639550488
0.71292285,0.63893148,0.318248267
0.096830635,0.843431085,0.891200145
0.13334468,0.742196262,0.101421465
0.722333842,0.976111188,0.525346004
0.396465315,0.590800886,0.109029657
0.158846294,0.548648424,0.138934958
0.845105419,0.872396671,0.919738865
0.46671953,0.557988842,0.855059796
0.468766925,0.91687327,0.038125122
0.344214404,0.197290434,0.88714813
0.729003019,0.394775984,0.102361282
0.054866044,0.772226222,0.373369684
0.661727099,0.425960878,0.321196643
0.990383357,0.475219193,0.262940057
0.571644091,0.893969571,0.827532565
0.571657919,0.951415972,0.699351216
0.785447213,0.137224039,0.564056634
0.404116745,0.283399751,0.938400201
0.807167264,0.388816547,0.944695556
0.276447829,0.369793354,0.097942565
0.412852043,0.473761837,0.327109783
0.682832446,0.615022064,0.009445562
0.598246548,0.374828105,0.757280646
0.850490198,0.2797196,0.894539712
0.777799383,0.924047927,0.07371285
0.393636263,0.238155528,0.99429975
0.321585992,0.273215049,0.90786342
0.824959343,0.742883365,0.365912657
0.852136401,0.608511974,0.694417899
0.632595328,0.618612272,0.096058229
0.817038059,0.499756707,0.269454396
0.602447737,0.647283494,0.189538246
0.035460294,0.125083015,0.329754449
0.454847745,0.64968191,0.154271408
0.412836085,0.201883061,0.167613982
0.974848419,0.937081593,0.499478654
0.481192661,0.3254585,0.262080686
0.59153456,0.881827757,0.233112826
0.868543457,0.470956565,0.732253946
0.201511894,0.946904045,0.063694867
0.982790717,0.849899941,0.104353708
0.856917993,0.92854063,0.864339533
0.239293987,0.566383909,0.907099007
0.668692098,0.902753909,0.770998629
0.287564301,0.587668263,0.57387291
0.507525681,0.056533941,0.14469271
0.892992222,0.877281031,0.457318522
0.932507058,0.384004049,0.670345237
0.143234038,0.985998956,0.742780807
0.895137095,0.435231643,0.209981353
0.127559489,0.313421914,0.952440729
0.234524899,0.527788583,0.05232871
0.535325561,0.033335521,0.079415741
0.494096805,0.629044821,0.685609528
0.427740263,0.355438305,0.61770185
0.694510076,0.905640417,0.77946967
0.186238086,0.57848484,0.23147038
0.227040624,0.501056231,0.043152358
0.558503278,0.787994891,0.13705217
0.940964514,0.294240875,0.532968047
0.162904514,0.541613637,0.30791946
0.191698987,0.518939602,0.004495211
0.14364012,0.824543077,0.535650431
0.236207646,0.326137367,0.965174158
0.746167803,0.149146636,0.039495884
0.21040919,0.577827704,0.066939051
0.410215959,0.504749076,0.013777568
0.45666464,0.800278843,0.105091153
0.272169916,0.139627293,0.033661365
0.756376934,0.522164203,0.65417341
0.551048137,0.954825133,0.833031395
0.720753411,0.944232878,0.550392364
0.135502172,0.563016884,0.427090307
0.227109727,0.727120951,0.673379829
0.901584951,0.093044926,0.267840187
0.336114399,0.495775899,0.055382849
0.708858028,0.065475056,0.33878784
0.764199245,0.152975093,0.167904406
0.383078283,0.700566794,0.358889429
0.673486908,0.176533232,0.013225217
0.187536789,0.818635218,0.27757841
0.831078228,0.474442292,0.258364368
0.376219839,0.054439774,0.708164693
0.910744695,0.078312263,0.729559812
0.839302933,0.386399979,0.735690325
0.784919979,0.979245377,0.019183333
0.011839099,0.92375322,0.133637221
0.202303807,0.41950073,0.028787439
0.846617992,0.202524718,0.838928496
0.199947019,0.817357909,0.350727576
0.929630131,0.628619243,0.277150408
0.252096846,0.577424506,0.932654707
0.423946355,0.115212389,0.938718051
0.084550359,0.322921287,0.1424764
0.627728235,0.469210313,0.073647104
0.875282367,0.714881506,0.339028117
0.165986797,0.81500165,0.78216068
0.92352417,0.80328915,0.663617389
0.682892956,0.274406837,0.140879906
0.807482988,0.524922327,0.203036271
0.127968449,0.575292944,0.810279443
0.828318158,0.873663769,0.682115524
0.682925125,0.422888455,0.551171584
0.971241625,0.181865707,0.438367378
0.858775963,0.119855515,0.772480439
0.24709697,0.62175376,0.920920446
0.16133425,0.630400845,0.228643846
0.71665282,0.143769452,0.997902634
0.088457253,0.910895436,0.586878959
0.898450734,0.827318198,0.01928129
0.307131366,0.041320775,0.991581055
0.546509432,0.712683622,0.013170911
0.126907018,0.552368359,0.295456764
0.818899686,0.54416286,0.9388103
0.034933342,0.297370751,0.566533966
0.984556173,0.151240688,0.179253828
0.618669925,0.536119893,0.679540844
0.472855148,0.824832201,0.296917102
0.764638891,0.145998267,0.106161344
0.189515194,0.731485487,0.640883909
0.379064361,0.41771398,0.243546438
0.624057006,0.078007648,0.295957363
0.590576696,0.769277168,0.916998077
0.872438773,0.437040459,0.105444677
0.716267591,0.960688432,0.949716187
0.95640695,0.332059359,0.514793269
0.649213161,0.301381097,0.743330781
0.163068196,0.586370725,0.765511733
0.011968897,0.752435303,0.864293135
0.535237709,0.243645976,0.619585999
0.208348599,0.981215246,0.482489525
0.478775467,0.714956261,0.674820648
0.599558442,0.882260233,0.112374744
0.012969085,0.669415535,0.862235005
0.015163876,0.542533022,0.717819871
0.990382757,0.874120101,0.499809242
0.579444075,0.683955335,0.119900906
0.365434421,0.043874499,0.296046366
0.409909109,0.806551268,0.490631307
0.6798922,0.86567555,0.016223863
0.958754659,0.477525311,0.963496175
0.693582238,0.129339537,0.647428771
0.982826147,0.224129502,0.746459944
0.310857898,0.491962702,0.709633457
0.036586179,0.635138043,0.293151703
0.483902772,0.119229786,0.801184927
0.875106777,0.840664255,0.448392008
0.225231219,0.540918126,0.518537272
0.71102911,0.372633678,0.657721692
0.714961128,0.360050069,0.827767062
0.167094195,0.753532378,0.13050265
0.589013291,0.326407858,0.504590746
0.473250496,0.660223247,0.812707342
0.980979711,0.761308762,0.160650286
0.055110938,0.062402103,0.758626841
0.147512796,0.56198835,0.405733054
0.368143246,0.46080403,0.724871013
0.121196526,0.217089585,0.081873002
0.4025419,0.357557999,0.8778897
0.812573353,0.699281071,0.790271824
0.086835856,0.584118473,0.284591681
0.02391318,0.605558083,0.939078173
0.012963186,0.013630101,0.66949319
0.029122757,0.824046192,0.703217717
0.352299349,0.21395522,0.364596394
0.303132527,0.347009663,0.43986105
0.134256379,0.812381523,0.046920779
0.814988439,0.873133989,0.619827121
0.074349324,0.515577459,0.835998008
0.949622197,0.378942658,0.964916698
0.879948482,0.631393253,0.991321494
0.405081636,0.034550315,0.437920179
0.918893303,0.750749571,0.768670623
0.821683292,0.098626994,0.44058985
0.18328971,0.959677177,0.369296964
0.790622499,0.287175753,0.016349057
0.538676724,0.752536282,0.263633854
0.435684552,0.572527757,0.455783797
0.976419889,0.783775844,0.481087046
0.234413186,0.715576756,0.439156927
0.608370954,0.949246441,0.125794423
0.674952247,0.0677545,0.866785916
0.038281918,0.76628243,0.570423028
0.268036319,0.571421395,0.342094029
0.826019921,0.045849627,0.319028199
0.697455887,0.906327748,0.616132757
0.593936353,0.143446903,0.018152017
0.539179388,0.52816816,0.456261362
0.33103525,0.298623898,0.55590604
0.292667759,0.471961412,0.859058985
0.940762429,0.320536394,0.965177127
0.695239649,0.263177995,0.413632677
0.422551844,0.829529669,0.525424226
0.172349534,0.995578339,0.369445343
0.395959799,0.138293253,0.684155867
0.154881811,0.214317326,0.449523322
0.548248177,0.667865234,0.718073226
0.151594712,0.227599996,0.352266205
0.978963664,0.665700114,0.701915982
0.706581203,0.858694226,0.968639547
0.020161838,0.242092711,0.890195284
0.948949603,0.180305048,0.703267826
0.326133871,0.174075886,0.626096924
0.745767865,0.038276728,0.839142288
0.693675169,0.128082233,0.641045203
0.021278973,0.787341775,0.355892207
0.535346854,0.064957403,0.266539914
0.169165249,0.216993572,0.013336803
0.623404176,0.280420858,0.337879337
0.144981585,0.70858958,0.100607647
0.966113406,0.529052392,0.390169562
0.866284763,0.467557501,0.297043058
0.64625167,0.947077132,0.326681183
0.671421862,0.332211862,0.177231852
0.113152043,0.388998641,0.923491599
0.815083645,0.196458111,0.522588743
0.189305516,0.832564096,0.100197307
0.581414705,0.231258396,0.572134299
0.615647129,0.2248539,0.639377452
0.501502674,0.665557974,0.046164098
0.484631252,0.803342047,0.132583807
0.787039493,0.598337365,0.417442301
0.250350012,0.518283202,0.672288656
0.930495667,0.776220398,0.423257723
0.466285375,0.054199682,0.449143331
0.215459281,0.725250137,0.645636588
0.876966795,0.131745547,0.445115381
0.191427305,0.029367242,0.238948515
0.669809835,0.381195429,0.060250398
0.799511988,0.942927321,0.963441385
0.738869228,0.228313651,0.909602917
0.646386665,0.739863456,0.531095999
0.686972731,0.542270652,0.287937317
0.452836002,0.986511844,0.73078331
0.792671793,0.816704754,0.920175275
0.433167184,0.539891983,0.05454741
0.91135435,0.000545498,0.322063865
0.134093141,0.963812781,0.195411746
0.862341686,0.56443561,0.343763452
0.070713487,0.127258534,0.4141414
0.670085384,0.766807062,0.740589073
0.821913102,0.593112666,0.521143515
0.263678564,0.278998025,0.813751299
0.240318031,0.990247934,0.108656657
0.908112663,0.137791061,0.979174721
0.454352335,0.284353991,0.486720734
0.838078382,0.061399932,0.038025462
0.059010444,0.049851095,0.579399996
0.627647838,0.37433758,0.09264341
0.741391273,0.572095267,0.175653141
0.141744142,0.850988104,0.23150475
0.266174372,0.015431599,0.409615079
0.007282689,0.188750288,0.565668261
0.956813672,0.14227219,0.852147201
0.272896676,0.452181882,0.146036783
0.354464507,0.911427448,0.52435658
0.225172192,0.777482879,0.557627847
0.940487735,0.991109693,0.257561197
0.348000989,0.118046801,0.386983911
0.638573674,0.668317686,0.602425808
0.806487955,0.235414383,0.050686784
0.820546936,0.250770823,0.460703097
0.045903975,0.01318342,0.834009645
0.069056775,0.989571671,0.564437024
0.488024653,0.555772417,0.671432255
0.562863673,0.823842007,0.960327072
0.674104128,0.833006571,0.382573779
0.373825531,0.842584427,0.062213043
0.019799408,0.076930252,0.829383294
0.902710011,0.11930302,0.759905483
0.093411871,0.083411288,0.104761208
0.614237434,0.667118259,0.919164662
0.03470228,0.538632576,0.029661821
0.603075526,0.703983046,0.123005308
0.199541889,0.71951296,0.67784629
0.553819481,0.575153546,0.036652191
0.113086369,0.14470533,0.10144217
0.319612634,0.525529423,0.067780643
0.756599164,0.060773434,0.16091663
0.565424661,0.854962194,0.568922048
0.006706801,0.407229568,0.066548332
0.518579207,0.296649494,0.256758222
0.933345193,0.396113678,0.103948039
0.325283948,0.617305806,0.367138619
0.393910085,0.663659879,0.009809608
0.314003124,0.351037894,0.390408149
0.893868443,0.485029755,0.635807917
0.756180541,0.729926684,0.270588251
0.316942847,0.670260986,0.679126626
0.389172716,0.386634096,0.005071773
0.480181778,0.139793155,0.299663834
0.222752062,0.507229955,0.279322854
0.207376303,0.405079525,0.312351939
0.665364808,0.828311384,0.637332264
0.129513619,0.348335411,0.566624097
0.57051865,0.481075858,0.450233882
0.410668422,0.924680915,0.913284079
0.0664388,0.624033434,0.354534768
0.825720094,0.086266676,0.651540107
0.395707046,0.326056471,0.90693095
0.978302195,0.429835746,0.786763893
0.396985767,0.944482922,0.845458419
0.751990922,0.851603173,0.076199257
0.627731632,0.035520676,0.780446861
0.844481535,0.408624736,0.457552395
0.866520289,0.366658184,0.383967293
0.077380142,0.588633226,0.841548033
0.844875405,0.973343456,0.758136697
0.867058791,0.29934462,0.408490213
0.789814959,0.822824025,0.612330967
0.961987666,0.510809577,0.485561196
0.653446276,0.67326003,0.75619812
0.024604891,0.220309048,0.840810482
0.545476658,0.892754442,0.698618861
0.610481176,0.915171003,0.883472326
0.507706265,0.241931401,0.736556939
0.941836347,0.805299034,0.819880083
0.693345497,0.529867983,0.915087928
0.399324483,0.388742256,0.022945294
0.287487508,0.464098664,0.804044561
0.381410329,0.761041546,0.516858794
0.308406857,0.420153095,0.201070643
0.749722419,0.379274551,0.165920477
0.816728176,0.228742061,0.990556553
0.632037814,0.120208216,0.088424488
0.485874169,0.421579095,0.149994222
0.499195505,0.759284424,0.68372209
0.968229128,0.632851032,0.089043683
0.930746955,0.250234172,0.491124846
0.238647506,0.228579429,0.840817739
0.896800006,0.095320818,0.073789906
0.895570882,0.750884672,0.246695258
0.532619564,0.715493284,0.382209615
0.223427019,0.36161484,0.66237846
0.430370691,0.27849562,0.640589595
0.666242265,0.490440813,0.339763586
0.063132883,0.737362919,0.336990281
0.410540318,0.721388623,0.822719086
0.806698931,0.583190394,0.494495686
0.847787781,0.882922961,0.079190855
0.074290628,0.869839564,0.85949988
0.656186301,0.538682915,0.674432586
0.705692133,0.983405532,0.390066632
0.501619952,0.148636227,0.58895628
0.51308851,0.691753119,0.792724557
0.721997848,0.425176838,0.842795031
0.789898375,0.717181501,0.932398367
0.456594585,0.714965285,0.947015078
0.494939219,0.432190281,0.021190758
0.950562107,0.678871827,0.976805944
0.816593494,0.235097808,0.146761689
0.833191182,0.546519718,0.317569899
0.551693921,0.535617372,0.445218894
0.846801335,0.657607378,0.783707159
0.675808372,0.997137978,0.824528854
0.937187959,0.522641726,0.305843313
0.067658758,0.832426647,0.881307109
0.271225986,0.774898309,0.428116324
0.099566877,0.617824734,0.441680861
0.019215242,0.992695985,0.123828038
0.053313884,0.386259427,0.72156887
0.573827873,0.941489719,0.873493897
0.334395342,0.62233139,0.588831157
0.526181954,0.763739204,0.624507835
0.972736548,0.46144501,0.893691945
0.649582742,0.567500038,0.548670423
0.968835196,0.691740603,0.285656115
0.601542905,0.39625776,0.459553646
0.663824094,0.322339027,0.50081961
0.466551752,0.388395101,0.985829558
0.014120623,0.663030235,0.386499502
0.625415277,0.185215543,0.973508457
0.339245675,0.828378907,0.284935066
0.46631171,0.868011512,0.939761016
0.817040511,0.976884022,0.963586933
0.390062514,0.301664662,0.094911026
0.802509505,0.664185454,0.210883615
0.170658165,0.504598346,0.420719976
0.85812548,0.757186112,0.466439842
0.869554768,0.462524571,0.625239346
0.231018612,0.106111967,0.312742469
0.85277959,0.395412743,0.412566397
0.206438257,0.761661552,0.198364682
0.972833445,0.44503032,0.658319443
0.654655598,0.79864329,0.171263583
0.48238541,0.15158335,0.932831013
0.354041807,0.431990169,0.540877288
0.680399444,0.57900722,0.682989806
0.907675491,0.498393737,0.251030494
0.300504576,0.317686408,0.010982322
0.264704627,0.422982257,0.644125424
