X1,X2,X3
0.351994746,0.386235143,0.384226516
0.157456207,0.160506893,0.227617
0.582393041,0.676355529,0.643751463
0.765970046,0.689311549,0.762164012
0.045076931,0.041035632,0.070379006
0.278712601,0.265284252,0.276499989
0.436714067,0.450135517,0.512252511
0.361820589,0.442444038,0.397631356
0.841384165,0.917290502,0.788175252
0.334076451,0.337774649,0.424131647
0.151037937,0.130458884,0.082208588
0.277683512,0.305443338,0.279365822
0.6345764,0.547051082,0.537459003
0.421644825,0.42515958,0.509072927
0.58381062,0.514883807,0.544540695
0.802382291,0.884627136,0.791332316
0.471327871,0.525052288,0.46173133
0.665528114,0.613749154,0.643405412
0.265240275,0.281421901,0.18867213
0.26156487,0.252899478,0.215480105
0.207437948,0.282238579,0.114249847
0.406373897,0.443777222,0.333217255
0.232020813,0.154884173,0.211502114
0.104854887,0.047991899,0.019572181
0.261446486,0.273805959,0.267876169
0.99716397,0.94748468,1.091551853
0.147231686,0.055179921,0.229749426
0.724852304,0.727165188,0.788495704
0.63354289,0.543177119,0.675588335
0.087226306,0.166113518,0.086641244
0.71292285,0.677542852,0.643935609
0.096830635,0.022790399,0.055874778
0.13334468,0.182392669,0.13638576
0.722333842,0.755909256,0.638480563
0.396465315,0.329617561,0.374967258
0.158846294,0.184168716,0.215320056
0.845105419,0.765572101,0.891349381
0.46671953,0.376908461,0.467398903
0.468766925,0.481190704,0.497314156
0.344214404,0.316500204,0.350876141
0.729003019,0.777087527,0.800301793
0.054866044,0.122798782,0.037506972
0.661727099,0.625576298,0.73190459
0.990383357,1.026124407,0.897868188
0.571644091,0.66190168,0.491467457
0.571657919,0.535322959,0.524624368
0.785447213,0.718263937,0.69070555
0.404116745,0.485761113,0.477197316
0.807167264,0.871638246,0.76936718
0.276447829,0.264671473,0.363757407
0.412852043,0.373182273,0.501698128
0.682832446,0.707151338,0.674623137
0.598246548,0.499489985,0.670295188
0.850490198,0.802872734,0.856814642
0.777799383,0.7785452,0.742881368
0.393636263,0.474078772,0.432085859
0.321585992,0.353038159,0.237825605
0.824959343,0.737280774,0.785335725
0.852136401,0.804012977,0.812176469
0.632595328,0.642938594,0.727861165
0.817038059,0.884875893,0.877206184
0.602447737,0.621131751,0.659351066
0.035460294,0.043149072,0.081707645
0.454847745,0.497195546,0.395569602
0.412836085,0.484768296,0.442017823
0.974848419,0.879156864,0.875817907
0.481192661,0.516927966,0.4839069
0.59153456,0.512468186,0.561823001
0.868543457,0.890464016,0.781336006
0.201511894,0.143925499,0.166739463
0.982790717,1.005327588,0.98082342
0.856917993,0.935326848,0.906404182
0.239293987,0.233935222,0.235808752
0.668692098,0.766356204,0.666998548
0.287564301,0.365167884,0.257771516
0.507525681,0.516727539,0.519206017
0.892992222,0.918863506,0.990244013
0.932507058,0.891631649,1.015201417
0.143234038,0.114289413,0.232690654
0.895137095,0.875943318,0.858711103
0.127559489,0.193148183,0.047431891
0.234524899,0.188196508,0.152289809
0.535325561,0.514586466,0.461639495
0.494096805,0.536298554,0.421679457
0.427740263,0.42855352,0.342899033
0.694510076,0.622666572,0.773980944
0.186238086,0.15806131,0.189155291
0.227040624,0.243936658,0.135243918
0.558503278,0.579892593,0.523099051
0.940964514,0.954051998,0.940427492
0.162904514,0.064938505,0.06362721
0.191698987,0.210923837,0.096405734
0.14364012,0.211323057,0.103632205
0.236207646,0.312953535,0.225481976
0.746167803,0.716232299,0.753564645
0.21040919,0.265002648,0.300549794
0.410215959,0.340490196,0.413935251
0.45666464,0.495385281,0.427032615
0.272169916,0.354476823,0.327781735
0.756376934,0.802441946,0.68838609
0.551048137,0.644348151,0.542251478
0.720753411,0.727226785,0.727150585
0.135502172,0.086455425,0.17803934
0.227109727,0.15893639,0.157706711
0.901584951,0.892889793,0.804745474
0.336114399,0.283688152,0.354740517
0.708858028,0.636206303,0.643693077
0.764199245,0.762264999,0.720401068
0.383078283,0.362556531,0.365374995
0.673486908,0.747358435,0.760632542
0.187536789,0.169059721,0.194326355
0.831078228,0.827883091,0.741608359
0.376219839,0.280316235,0.319152451
0.910744695,0.89472833,0.950279031
0.839302933,0.779196988,0.887461834
0.784919979,0.699843749,0.76655499
0.011839099,0.067071954,0.034802451
0.202303807,0.135783884,0.173196733
0.846617992,0.783427453,0.751328317
0.199947019,0.233376155,0.1660246
0.929630131,0.851146206,0.98461913
0.252096846,0.293625298,0.350316999
0.423946355,0.470559275,0.387210582
0.084550359,0.000968369,0.115370322
0.627728235,0.602834822,0.542780456
0.875282367,0.919821037,0.803440825
0.165986797,0.075074857,0.149166792
0.92352417,0.946612159,0.833307025
0.682892956,0.69121336,0.587156062
0.807482988,0.737289914,0.802975474
0.127968449,0.078196274,0.117206259
0.828318158,0.905066837,0.787704638
0.682925125,0.675498796,0.647365202
0.971241625,1.001402303,0.988249117
0.858775963,0.911869816,0.823485706
0.24709697,0.216114602,0.285033355
0.16133425,0.166322217,0.147812722
0.71665282,0.761878221,0.787305996
0.088457253,0.057625332,0.170381177
0.898450734,0.908377721,0.927604802
0.307131366,0.303666394,0.398055778
0.546509432,0.568695514,0.503999727
0.126907018,0.217178405,0.133986002
0.818899686,0.893409735,0.828894987
0.034933342,0.077313784,-0.007738549
0.984556173,0.897517458,1.027985927
0.618669925,0.693716693,0.535662283
0.472855148,0.381141307,0.455196424
0.764638891,0.837594919,0.827350819
0.189515194,0.235996527,0.285225744
0.379064361,0.39732765,0.324964925
0.624057006,0.646923441,0.670640241
0.590576696,0.588688337,0.552205105
0.872438773,0.881926419,0.971819548
0.716267591,0.618064177,0.683791949
0.95640695,0.956443635,0.954637572
0.649213161,0.67238767,0.63745424
0.163068196,0.071838119,0.104150014
0.011968897,0.029328217,-0.073193775
0.535237709,0.532433866,0.630017701
0.208348599,0.1957688,0.203176757
0.478775467,0.494408783,0.426813881
0.599558442,0.522241827,0.586807308
0.012969085,0.023988337,-0.021184519
0.015163876,-0.008344862,-0.048266854
0.990382757,1.05031804,0.980831076
0.579444075,0.643342118,0.647189576
0.365434421,0.338811499,0.307286361
0.409909109,0.462441693,0.463851633
0.6798922,0.637556589,0.680782678
0.958754659,0.950969182,1.016887047
0.693582238,0.676356479,0.664289703
0.982826147,0.989512286,0.891549062
0.310857898,0.338096645,0.273590875
0.036586179,-0.059220442,-0.013553823
0.483902772,0.528428141,0.523495046
0.875106777,0.87391009,0.776245227
0.225231219,0.156236719,0.269546658
0.71102911,0.766444278,0.704832759
0.714961128,0.692153199,0.697476568
0.167094195,0.18675029,0.254524581
0.589013291,0.583704396,0.663262788
0.473250496,0.556600711,0.52143315
0.980979711,0.998915854,0.922336366
0.055110938,0.022351593,0.059240946
0.147512796,0.105428793,0.21475717
0.368143246,0.37862113,0.433528198
0.121196526,0.025303746,0.143910827
0.4025419,0.393084087,0.359529706
0.812573353,0.792979839,0.732603014
0.086835856,-0.007231585,0.154047958
0.02391318,-0.040929234,0.018678932
0.012963186,0.107007172,-0.080467297
0.029122757,0.020956539,0.062550079
0.352299349,0.406393692,0.431775856
0.303132527,0.313284273,0.253938045
0.134256379,0.076833679,0.19496309
0.814988439,0.757439344,0.881974989
0.074349324,0.154439232,0.11673532
0.949622197,0.919536319,1.028875625
0.879948482,0.941008864,0.864034731
0.405081636,0.37803714,0.438405085
0.918893303,0.886591087,0.87507026
0.821683292,0.884483987,0.803957231
0.18328971,0.158241003,0.238146632
0.790622499,0.748248685,0.840099114
0.538676724,0.516809167,0.616429409
0.435684552,0.364395193,0.352022052
0.976419889,1.012043019,0.888416014
0.234413186,0.319709021,0.296269537
0.608370954,0.533014428,0.593067256
0.674952247,0.709176162,0.750072638
0.038281918,-0.059829462,0.092511726
0.268036319,0.267906843,0.279318694
0.826019921,0.790935992,0.857407413
0.697455887,0.765469313,0.683485263
0.593936353,0.66610439,0.652705579
0.539179388,0.491073834,0.452527705
0.33103525,0.242875435,0.261942372
0.292667759,0.391305718,0.317574502
0.940762429,0.856436691,0.967346037
0.695239649,0.66199946,0.602239149
0.422551844,0.424675621,0.324420626
0.172349534,0.146501457,0.12267717
0.395959799,0.455900706,0.301794325
0.154881811,0.22145133,0.075929748
0.548248177,0.617491749,0.552901168
0.151594712,0.130506523,0.145551354
0.978963664,0.968594664,1.039066105
0.706581203,0.638183196,0.755993963
0.020161838,0.109303283,0.009481094
0.948949603,1.021826947,0.971430542
0.326133871,0.239241044,0.254941559
0.745767865,0.703964751,0.809617188
0.693675169,0.735685198,0.750917765
0.021278973,0.05543327,0.097239245
0.535346854,0.527790548,0.491823462
0.169165249,0.126187445,0.213025602
0.623404176,0.66419982,0.554303673
0.144981585,0.142423012,0.130356287
0.966113406,0.911412584,0.982158938
0.866284763,0.769412985,0.96253251
0.64625167,0.616844027,0.593375143
0.671421862,0.755433366,0.705064196
0.113152043,0.166754265,0.140454179
0.815083645,0.791317678,0.802681535
0.189305516,0.123728269,0.098980192
0.581414705,0.525163526,0.50440485
0.615647129,0.541589834,0.560590387
0.501502674,0.421452417,0.545680571
0.484631252,0.5821361,0.443205574
0.787039493,0.881378215,0.85387037
0.250350012,0.262031759,0.176061414
0.930495667,0.960926783,0.936086928
0.466285375,0.542286787,0.503747295
0.215459281,0.207555193,0.154287166
0.876966795,0.87508808,0.882449545
0.191427305,0.278302433,0.266485042
0.669809835,0.749588117,0.622189488
0.799511988,0.837653138,0.825223629
